id,assignment_datetime,booking_date,direction,date_of_departure,pick_up_datetime,pick_up_lat,pick_up_long,drop_off_datetime,drop_off_lat,drop_off_long,operator,driver,vehicle,price,sold
35,,2022-01-01,MSP->Home,2022-03-25,2022-03-25 21:26:24,44.88747,-93.20126,2022-03-26 00:26:42,46.84974800683962,-92.26992270620697,New Booking,-1,-1,0.0,True
36,,2022-01-01,Home->MSP,2022-01-02,2022-01-02 10:53:54,43.944047302820394,-92.55090001094564,2022-01-02 12:33:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
37,,2022-01-01,MSP->Home,2022-02-21,2022-02-21 20:43:48,44.88747,-93.20126,2022-02-21 22:22:54,43.944047302820394,-92.55090001094564,New Booking,-1,-1,0.0,True
38,,2022-01-01,MSP->Home,2022-01-10,2022-01-10 20:23:24,44.88747,-93.20126,2022-01-10 21:07:06,45.23996120981482,-93.29329990886337,New Booking,-1,-1,0.0,True
39,,2022-01-01,MSP->Home,2022-02-06,2022-02-06 07:09:36,44.88747,-93.20126,2022-02-06 08:44:06,44.07869259627725,-92.39321654061978,New Booking,-1,-1,0.0,True
40,,2022-01-01,Home->MSP,2022-02-17,2022-02-17 12:19:42,44.65572431381155,-91.5409844757077,2022-02-17 14:10:48,44.88747,-93.20126,New Booking,-1,-1,0.0,True
41,,2022-01-01,MSP->Home,2022-03-07,2022-03-07 01:57:36,44.88747,-93.20126,2022-03-07 03:48:42,44.65572431381155,-91.5409844757077,New Booking,-1,-1,0.0,True
42,,2022-01-01,Home->MSP,2022-01-23,2022-01-23 17:39:48,43.81082105977979,-90.99416003719152,2022-01-23 20:27:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
43,,2022-01-01,MSP->Home,2022-02-23,2022-02-23 20:45:36,44.88747,-93.20126,2022-02-23 23:33:24,43.81082105977979,-90.99416003719152,New Booking,-1,-1,0.0,True
44,,2022-01-01,MSP->Home,2022-01-08,2022-01-08 06:42:36,44.88747,-93.20126,2022-01-08 08:17:18,44.08918937688687,-92.36450060901674,New Booking,-1,-1,0.0,True
45,,2022-01-01,Home->MSP,2022-01-08,2022-01-08 10:52:24,45.021504462315335,-93.41201641554501,2022-01-08 11:23:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
46,,2022-01-01,MSP->Home,2022-01-11,2022-01-11 05:42:36,44.88747,-93.20126,2022-01-11 08:47:24,46.86423912055864,-92.09071416317997,New Booking,-1,-1,0.0,True
47,,2022-01-01,Home->MSP,2022-02-07,2022-02-07 09:01:48,46.86423912055864,-92.09071416317997,2022-02-07 12:06:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
48,,2022-01-01,Home->MSP,2022-01-16,2022-01-16 15:01:54,43.95023807131782,-92.51930437592186,2022-01-16 16:41:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
49,,2022-01-01,MSP->Home,2022-02-05,2022-02-05 05:52:12,44.88747,-93.20126,2022-02-05 07:31:42,43.95023807131782,-92.51930437592186,New Booking,-1,-1,0.0,True
50,,2022-01-02,MSP->Home,2022-01-31,2022-01-31 05:43:12,44.88747,-93.20126,2022-01-31 07:54:30,46.223100446849955,-94.01913308582311,New Booking,-1,-1,0.0,True
51,,2022-01-02,Home->MSP,2022-02-18,2022-02-18 11:40:18,46.223100446849955,-94.01913308582311,2022-02-18 13:51:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
52,,2022-01-02,Home->MSP,2022-01-02,2022-01-02 18:11:30,45.00017729279825,-93.5914932846474,2022-01-02 18:50:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
53,,2022-01-02,Home->MSP,2022-02-11,2022-02-11 11:29:06,44.78788796596851,-93.74892878474216,2022-02-11 12:16:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
54,,2022-01-02,MSP->Home,2022-03-31,2022-03-31 11:15:36,44.88747,-93.20126,2022-03-31 12:02:42,44.78788796596851,-93.74892878474216,New Booking,-1,-1,0.0,True
55,,2022-01-02,Home->MSP,2022-01-28,2022-01-28 17:25:00,45.04257762540172,-93.56815872701895,2022-01-28 18:04:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
56,,2022-01-02,MSP->Home,2022-03-12,2022-03-12 03:58:48,44.88747,-93.20126,2022-03-12 04:38:00,45.04257762540172,-93.56815872701895,New Booking,-1,-1,0.0,True
57,,2022-01-02,MSP->Home,2022-01-28,2022-01-28 21:38:24,44.88747,-93.20126,2022-01-28 22:02:30,44.98795753963754,-93.27815213617089,New Booking,-1,-1,0.0,True
58,,2022-01-02,Home->MSP,2022-01-08,2022-01-08 16:55:54,44.08323981791445,-92.37597646380136,2022-01-08 18:30:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
59,,2022-01-02,Home->MSP,2022-01-23,2022-01-23 10:04:18,46.712920513700084,-92.10437810170069,2022-01-23 12:57:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
60,,2022-01-02,MSP->Home,2022-02-28,2022-02-28 21:25:48,44.88747,-93.20126,2022-03-01 00:19:06,46.712920513700084,-92.10437810170069,New Booking,-1,-1,0.0,True
61,,2022-01-02,Home->MSP,2022-01-11,2022-01-11 16:41:30,44.96486645743662,-93.6303859351676,2022-01-11 17:21:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
62,,2022-01-02,MSP->Home,2022-01-18,2022-01-18 01:05:24,44.88747,-93.20126,2022-01-18 04:16:42,46.965283545680755,-92.14651643566107,New Booking,-1,-1,0.0,True
63,,2022-01-02,Home->MSP,2022-02-07,2022-02-07 13:18:48,45.00447113058304,-93.28885556879314,2022-02-07 13:44:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
64,,2022-01-02,MSP->Home,2022-03-23,2022-03-23 05:56:24,44.88747,-93.20126,2022-03-23 06:22:00,45.00447113058304,-93.28885556879314,New Booking,-1,-1,0.0,True
65,,2022-01-02,MSP->Home,2022-01-09,2022-01-09 06:40:48,44.88747,-93.20126,2022-01-09 08:03:48,44.17338456674257,-92.5555836554327,New Booking,-1,-1,0.0,True
66,,2022-01-02,MSP->Home,2022-01-06,2022-01-06 21:19:48,44.88747,-93.20126,2022-01-06 21:55:54,44.90181493313924,-93.57255948338535,New Booking,-1,-1,0.0,True
67,,2022-01-02,MSP->Home,2022-03-26,2022-03-26 20:10:12,44.88747,-93.20126,2022-03-26 20:47:30,44.70488689070285,-93.49819291971257,New Booking,-1,-1,0.0,True
68,,2022-01-02,Home->MSP,2022-06-11,2022-06-11 10:38:18,44.70488689070285,-93.49819291971257,2022-06-11 11:15:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
69,,2022-01-02,Home->MSP,2022-01-07,2022-01-07 16:51:06,44.10898792650935,-92.4919819326349,2022-01-07 18:20:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
70,,2022-01-02,MSP->Home,2022-01-22,2022-01-22 20:50:24,44.88747,-93.20126,2022-01-22 22:19:42,44.10898792650935,-92.4919819326349,New Booking,-1,-1,0.0,True
71,,2022-01-02,MSP->Home,2022-01-25,2022-01-25 06:46:48,44.88747,-93.20126,2022-01-25 07:19:30,44.92830596013164,-93.50763561038407,New Booking,-1,-1,0.0,True
72,,2022-01-02,Home->MSP,2022-01-25,2022-01-25 09:08:18,43.819255720802424,-91.29109898366575,2022-01-25 11:42:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
73,,2022-01-02,MSP->Home,2022-03-23,2022-03-23 20:18:00,44.88747,-93.20126,2022-03-23 22:51:42,43.819255720802424,-91.29109898366575,New Booking,-1,-1,0.0,True
74,,2022-01-02,MSP->Home,2022-02-10,2022-02-10 05:42:36,44.88747,-93.20126,2022-02-10 06:31:12,44.91880012542912,-93.7929951588551,New Booking,-1,-1,0.0,True
75,,2022-01-02,Home->MSP,2022-02-24,2022-02-24 17:18:36,44.91880012542912,-93.7929951588551,2022-02-24 18:07:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
76,,2022-01-02,Home->MSP,2022-02-04,2022-02-04 17:28:24,45.07271978052061,-93.60908438048696,2022-02-04 18:10:48,44.88747,-93.20126,New Booking,-1,-1,0.0,True
77,,2022-01-02,MSP->Home,2022-02-04,2022-02-04 20:58:12,44.88747,-93.20126,2022-02-04 21:40:36,45.07271978052061,-93.60908438048696,New Booking,-1,-1,0.0,True
78,,2022-01-02,Home->MSP,2022-02-22,2022-02-22 10:18:18,44.800592053499365,-93.10789965410376,2022-02-22 10:42:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
79,,2022-01-02,MSP->Home,2022-01-04,2022-01-04 12:43:48,44.88747,-93.20126,2022-01-04 14:26:42,44.772767658104904,-91.66034998206128,New Booking,-1,-1,0.0,True
80,,2022-01-02,Home->MSP,2022-01-29,2022-01-29 11:52:30,44.66078178067989,-93.10646740629672,2022-01-29 12:26:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
81,,2022-01-02,MSP->Home,2022-04-08,2022-04-08 21:30:36,44.88747,-93.20126,2022-04-08 22:04:30,44.66078178067989,-93.10646740629672,New Booking,-1,-1,0.0,True
82,,2022-01-02,Home->MSP,2022-02-10,2022-02-10 17:54:48,45.05728622344563,-92.89642909750675,2022-02-10 18:31:48,44.88747,-93.20126,New Booking,-1,-1,0.0,True
83,,2022-01-02,MSP->Home,2022-04-25,2022-04-25 11:13:12,44.88747,-93.20126,2022-04-25 11:50:12,45.05728622344563,-92.89642909750675,New Booking,-1,-1,0.0,True
84,,2022-01-02,Home->MSP,2022-01-09,2022-01-09 12:16:12,44.90651475259208,-93.23454615493806,2022-01-09 12:33:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
85,,2022-01-02,MSP->Home,2022-05-12,2022-05-12 05:17:24,44.88747,-93.20126,2022-05-12 05:34:48,44.90651475259208,-93.23454615493806,New Booking,-1,-1,0.0,True
86,,2022-01-02,Home->MSP,2022-01-16,2022-01-16 17:24:24,45.316243795703954,-93.25171193226355,2022-01-16 18:13:48,44.88747,-93.20126,New Booking,-1,-1,0.0,True
87,,2022-01-02,MSP->Home,2022-03-06,2022-03-06 20:19:12,44.88747,-93.20126,2022-03-06 21:08:36,45.316243795703954,-93.25171193226355,New Booking,-1,-1,0.0,True
88,,2022-01-02,MSP->Home,2022-02-26,2022-02-26 19:46:12,44.88747,-93.20126,2022-02-26 20:25:30,45.18848997337979,-93.25419139802189,New Booking,-1,-1,0.0,True
89,,2022-01-02,Home->MSP,2022-04-07,2022-04-07 14:47:18,45.04637150946375,-93.29976424253992,2022-04-07 15:16:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
90,,2022-01-02,MSP->Home,2022-08-31,2022-08-31 05:51:36,44.88747,-93.20126,2022-08-31 06:20:30,45.04637150946375,-93.29976424253992,New Booking,-1,-1,0.0,True
91,,2022-01-02,Home->MSP,2022-03-18,2022-03-18 09:13:48,45.27427675361368,-94.25639430220747,2022-03-18 10:36:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
92,,2022-01-02,MSP->Home,2022-01-03,2022-01-03 21:13:48,44.88747,-93.20126,2022-01-03 21:43:18,45.065379271421044,-93.24841534198877,New Booking,-1,-1,0.0,True
93,,2022-01-02,Home->MSP,2022-04-11,2022-04-11 11:52:42,45.065379271421044,-93.24841534198877,2022-04-11 12:22:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
94,,2022-01-02,Home->MSP,2022-01-13,2022-01-13 11:41:30,44.96925655358571,-93.44916928404044,2022-01-13 12:12:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
95,,2022-01-02,MSP->Home,2022-01-17,2022-01-17 11:28:12,44.88747,-93.20126,2022-01-17 11:58:42,44.96925655358571,-93.44916928404044,New Booking,-1,-1,0.0,True
96,,2022-01-02,Home->MSP,2022-01-23,2022-01-23 13:57:18,44.853113024373755,-93.06771418016888,2022-01-23 14:20:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
97,,2022-01-02,MSP->Home,2022-03-24,2022-03-24 20:22:48,44.88747,-93.20126,2022-03-24 20:45:54,44.853113024373755,-93.06771418016888,New Booking,-1,-1,0.0,True
98,,2022-01-02,MSP->Home,2022-07-10,2022-07-10 02:26:24,44.88747,-93.20126,2022-07-10 03:16:54,44.448439842395295,-93.29210068693767,New Booking,-1,-1,0.0,True
99,,2022-01-02,MSP->Home,2022-02-04,2022-02-04 02:09:00,44.88747,-93.20126,2022-02-04 05:06:12,46.78300334243889,-92.1675449987901,New Booking,-1,-1,0.0,True
100,,2022-01-02,Home->MSP,2022-02-28,2022-02-28 15:27:24,46.78300334243889,-92.1675449987901,2022-02-28 18:24:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
101,,2022-01-03,Home->MSP,2022-01-19,2022-01-19 10:26:30,45.271290824038225,-92.8320521601964,2022-01-19 11:18:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
102,,2022-01-03,MSP->Home,2022-02-25,2022-02-25 06:34:12,44.88747,-93.20126,2022-02-25 07:26:18,45.271290824038225,-92.8320521601964,New Booking,-1,-1,0.0,True
103,,2022-01-03,Home->MSP,2022-02-21,2022-02-21 17:42:30,45.13125843464549,-92.93247776872599,2022-02-21 18:22:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
104,,2022-01-03,MSP->Home,2022-04-22,2022-04-22 00:45:00,44.88747,-93.20126,2022-04-22 01:19:24,45.12964175950998,-93.20344879475337,New Booking,-1,-1,0.0,True
105,,2022-01-03,MSP->Home,2022-01-20,2022-01-20 20:51:36,44.88747,-93.20126,2022-01-20 22:11:42,45.41044108015328,-94.08558598355093,New Booking,-1,-1,0.0,True
106,,2022-01-03,Home->MSP,2022-07-23,2022-07-23 17:57:18,45.41044108015328,-94.08558598355093,2022-07-23 19:17:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
107,,2022-01-03,MSP->Home,2022-05-23,2022-05-23 23:00:00,44.88747,-93.20126,2022-05-24 00:42:18,45.59300651335522,-94.38454377938032,New Booking,-1,-1,0.0,True
108,,2022-01-03,MSP->Home,2022-01-12,2022-01-12 09:45:36,44.88747,-93.20126,2022-01-12 10:18:54,45.11165398540973,-93.26260175128247,New Booking,-1,-1,0.0,True
109,,2022-01-03,Home->MSP,2022-02-08,2022-02-08 10:54:54,45.11165398540973,-93.26260175128247,2022-02-08 11:28:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
110,,2022-01-03,Home->MSP,2022-01-29,2022-01-29 16:59:54,44.27595104584221,-93.09291272349516,2022-01-29 18:04:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
111,,2022-01-03,Home->MSP,2022-01-06,2022-01-06 21:05:24,45.15445618018744,-93.5742154457477,2022-01-06 21:50:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
112,,2022-01-03,MSP->Home,2022-02-22,2022-02-22 11:11:24,44.88747,-93.20126,2022-02-22 11:56:24,45.15445618018744,-93.5742154457477,New Booking,-1,-1,0.0,True
113,,2022-01-03,Home->MSP,2022-01-12,2022-01-12 12:02:24,45.09564492313654,-93.23340456999398,2022-01-12 12:34:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
114,,2022-01-03,MSP->Home,2022-02-04,2022-02-04 22:27:00,44.88747,-93.20126,2022-02-04 22:58:48,45.09564492313654,-93.23340456999398,New Booking,-1,-1,0.0,True
115,,2022-01-03,Home->MSP,2022-01-16,2022-01-16 10:28:12,44.96357382748871,-92.99373117725189,2022-01-16 10:56:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
116,,2022-01-03,MSP->Home,2022-01-22,2022-01-22 06:19:48,44.88747,-93.20126,2022-01-22 06:48:00,44.96357382748871,-92.99373117725189,New Booking,-1,-1,0.0,True
117,,2022-01-03,Home->MSP,2022-04-22,2022-04-22 07:31:30,46.3625240198627,-94.1990604317496,2022-04-22 09:57:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
118,,2022-01-03,Home->MSP,2022-03-04,2022-03-04 10:29:18,45.10856630444718,-93.50677800848227,2022-03-04 11:09:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
119,,2022-01-03,MSP->Home,2022-05-25,2022-05-25 05:45:36,44.88747,-93.20126,2022-05-25 06:25:18,45.10856630444718,-93.50677800848227,New Booking,-1,-1,0.0,True
120,,2022-01-03,MSP->Home,2022-01-09,2022-01-09 05:42:36,44.88747,-93.20126,2022-01-09 07:11:06,44.17258749442474,-92.3927639927329,New Booking,-1,-1,0.0,True
121,,2022-01-03,MSP->Home,2022-01-03,2022-01-03 17:28:48,44.88747,-93.20126,2022-01-03 17:57:30,45.04007586292781,-93.30981649955613,New Booking,-1,-1,0.0,True
122,,2022-01-03,MSP->Home,2022-02-26,2022-02-26 00:42:00,44.88747,-93.20126,2022-02-26 01:23:06,44.93886291422659,-93.65706057293556,New Booking,-1,-1,0.0,True
123,,2022-01-03,MSP->Home,2022-01-21,2022-01-21 21:39:36,44.88747,-93.20126,2022-01-21 22:24:30,44.57304635027732,-93.48483589760995,New Booking,-1,-1,0.0,True
124,,2022-01-03,MSP->Home,2022-01-24,2022-01-24 21:38:24,44.88747,-93.20126,2022-01-25 00:11:42,46.256288610559416,-94.70916334043976,New Booking,-1,-1,0.0,True
125,,2022-01-03,Home->MSP,2022-01-22,2022-01-22 19:21:06,44.893808275832015,-93.20164101476338,2022-01-22 19:36:36,44.88747,-93.20126,New Booking,-1,-1,0.0,True
126,,2022-01-03,MSP->Home,2022-10-27,2022-10-27 11:12:36,44.88747,-93.20126,2022-10-27 11:28:06,44.893808275832015,-93.20164101476338,New Booking,-1,-1,0.0,True
127,,2022-01-03,MSP->Home,2022-04-07,2022-04-07 04:12:36,44.88747,-93.20126,2022-04-07 04:37:06,44.768487433950995,-93.2101251416843,New Booking,-1,-1,0.0,True
128,,2022-01-03,MSP->Home,2022-01-27,2022-01-27 04:13:12,44.88747,-93.20126,2022-01-27 05:43:18,44.08935592810916,-92.50783844045117,New Booking,-1,-1,0.0,True
129,,2022-01-03,Home->MSP,2022-02-06,2022-02-06 09:20:54,44.08935592810916,-92.50783844045117,2022-02-06 10:51:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
130,,2022-01-03,Home->MSP,2022-01-03,2022-01-03 12:41:30,46.44316720012584,-91.68887031109938,2022-01-03 15:27:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
131,,2022-01-03,MSP->Home,2022-04-24,2022-04-24 04:22:12,44.88747,-93.20126,2022-04-24 07:07:42,46.44316720012584,-91.68887031109938,New Booking,-1,-1,0.0,True
132,,2022-01-03,MSP->Home,2022-05-14,2022-05-14 05:34:48,44.88747,-93.20126,2022-05-14 06:23:12,45.23958186833238,-93.51915492599484,New Booking,-1,-1,0.0,True
133,,2022-01-03,Home->MSP,2022-02-05,2022-02-05 11:51:12,44.71584106605447,-93.1341108095655,2022-02-05 12:20:24,44.88747,-93.20126,New Booking,-1,-1,0.0,True
134,,2022-01-03,Home->MSP,2022-01-08,2022-01-08 11:54:24,45.12685038861567,-92.76163885151057,2022-01-08 12:40:48,44.88747,-93.20126,New Booking,-1,-1,0.0,True
135,,2022-01-03,MSP->Home,2022-01-15,2022-01-15 22:08:24,44.88747,-93.20126,2022-01-15 22:54:48,45.12685038861567,-92.76163885151057,New Booking,-1,-1,0.0,True
136,,2022-01-03,Home->MSP,2022-01-03,2022-01-03 11:09:24,43.936349907823605,-92.43306055278363,2022-01-03 12:52:12,44.88747,-93.20126,New Booking,-1,-1,0.0,True
137,,2022-01-03,MSP->Home,2022-01-21,2022-01-21 11:31:12,44.88747,-93.20126,2022-01-21 13:14:00,43.936349907823605,-92.43306055278363,New Booking,-1,-1,0.0,True
138,,2022-01-03,Home->MSP,2022-03-08,2022-03-08 17:45:30,44.74422578478326,-93.22584537768822,2022-03-08 18:12:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
139,,2022-01-03,MSP->Home,2022-07-03,2022-07-03 04:24:00,44.88747,-93.20126,2022-07-03 04:50:30,44.74422578478326,-93.22584537768822,New Booking,-1,-1,0.0,True
140,,2022-01-03,MSP->Home,2022-02-19,2022-02-19 22:34:12,44.88747,-93.20126,2022-02-19 23:19:00,45.24314202487497,-93.35768371292683,New Booking,-1,-1,0.0,True
141,,2022-01-03,Home->MSP,2022-01-23,2022-01-23 08:34:30,46.94325199905547,-92.26488255915883,2022-01-23 11:42:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
142,,2022-01-03,MSP->Home,2022-02-04,2022-02-04 06:09:36,44.88747,-93.20126,2022-02-04 09:17:06,46.94325199905547,-92.26488255915883,New Booking,-1,-1,0.0,True
143,,2022-01-03,Home->MSP,2022-03-10,2022-03-10 17:54:42,44.8618583900019,-93.11516463526146,2022-03-10 18:15:00,44.88747,-93.20126,New Booking,-1,-1,0.0,True
144,,2022-01-03,MSP->Home,2022-08-25,2022-08-25 00:04:48,44.88747,-93.20126,2022-08-25 00:25:06,44.8618583900019,-93.11516463526146,New Booking,-1,-1,0.0,True
